Công Cụ Phân Tích Từ Khóa Miễn Phí - Keyword Planner Free

STT	Keyword	Volume	Length	Trend	Trend Data	Difficulty	Competition	Avg.CPC	KW Type	Question
855	Upgrade VIP to view	20	2	20,30,20,10,10,20,10,20,10,40,50,30,20	20;30;20;10;10;20;10;20;10;40;50;30;20	60	76	0.02	broad	
856	Upgrade VIP to view	20	2	20,20,20,10,20,10,10,10,20,10,10,20,10	20;20;20;10;20;10;10;10;20;10;10;20;10	46	35	0.02	broad	
857	Upgrade VIP to view	20	1	20,10,20,10,30,20,10,10,20,30,10,20,20	20;10;20;10;30;20;10;10;20;30;10;20;20	68	87	0.02	broad	
858	Upgrade VIP to view	20	2	40,30,30,20,20,10,10,30,20,20,20,20,10	40;30;30;20;20;10;10;30;20;20;20;20;10	57	68	0.02	broad	
859	Upgrade VIP to view	20	2	50,50,20,20,20,10,10,10,10,30,10,10,20	50;50;20;20;20;10;10;10;10;30;10;10;20	64	88	0.38	broad	
860	Upgrade VIP to view	20	2	30,40,30,20,20,10,10,10,10,10,20,10,10	30;40;30;20;20;10;10;10;10;10;20;10;10	49	43	0.02	broad	
861	Upgrade VIP to view	20	1	30,10,20,10,20,20,10,20,20,20,20,20,20	30;10;20;10;20;20;10;20;20;20;20;20;20	67	83	0.21	broad	
862	Upgrade VIP to view	20	2	20,20,30,10,10,20,10,20,20,20,20,10,10	20;20;30;10;10;20;10;20;20;20;20;10;10	67	97	0.02	broad	
863	Upgrade VIP to view	20	5	10,20,10,20,20,20,10,10,20,30,10,10,20	10;20;10;20;20;20;10;10;20;30;10;10;20	42	58	0.02	broad	
864	Upgrade VIP to view	20	2	10,20,10,10,10,10,10,20,20,20,20,20,20	10;20;10;10;10;10;10;20;20;20;20;20;20	56	65	0.17	broad	
865	Upgrade VIP to view	20	1	20,10,10,10,20,20,10,10,30,20,20,20,20	20;10;10;10;20;20;10;10;30;20;20;20;20	61	65	0.02	broad	
866	Upgrade VIP to view	20	1	20,20,20,20,20,10,10,20,20,20,30,20,10	20;20;20;20;20;10;10;20;20;20;30;20;10	52	38	0.02	broad	
867	Upgrade VIP to view	20	5	30,20,30,20,30,10,10,30,30,30,20,20,30	30;20;30;20;30;10;10;30;30;30;20;20;30	39	50	0.02	broad	
868	Upgrade VIP to view	20	1	20,20,20,20,20,10,10,20,30,30,20,30,20	20;20;20;20;20;10;10;20;30;30;20;30;20	58	56	0.02	broad	
869	Upgrade VIP to view	20	2	20,20,20,10,20,10,10,30,30,10,30,20,40	20;20;20;10;20;10;10;30;30;10;30;20;40	61	78	0.28	broad	
870	Upgrade VIP to view	20	1	20,30,30,40,10,10,10,20,20,20,30,20,10	20;30;30;40;10;10;10;20;20;20;30;20;10	54	46	0.02	broad	
871	Upgrade VIP to view	20	1	20,40,30,30,30,10,10,20,10,20,30,20,20	20;40;30;30;30;10;10;20;10;20;30;20;20	53	42	0.02	broad	
872	Upgrade VIP to view	20	1	10,20,10,20,20,10,10,20,20,10,30,10,20	10;20;10;20;20;10;10;20;20;10;30;10;20	61	65	0.02	broad	
873	Upgrade VIP to view	20	1	20,30,30,30,50,20,10,20,10,20,10,20,20	20;30;30;30;50;20;10;20;10;20;10;20;20	69	91	0.45	broad	
874	Upgrade VIP to view	20	2	20,20,10,10,10,10,10,20,10,40,20,30,10	20;20;10;10;10;10;10;20;10;40;20;30;10	51	50	0.02	broad	
875	Upgrade VIP to view	20	2	20,10,20,10,10,10,10,10,30,30,20,10,20	20;10;20;10;10;10;10;10;30;30;20;10;20	61	79	0.02	broad	
876	Upgrade VIP to view	20	1	20,20,20,20,20,20,10,20,30,50,40,30,20	20;20;20;20;20;20;10;20;30;50;40;30;20	69	91	0.08	broad	
877	Upgrade VIP to view	20	1	20,20,20,20,10,10,10,10,20,40,20,20,10	20;20;20;20;10;10;10;10;20;40;20;20;10	66	82	0.02	broad	
878	Upgrade VIP to view	20	2	10,0,10,10,10,10,10,20,50,70,70,50,30	10;0;10;10;10;10;10;20;50;70;70;50;30	62	82	0.02	broad	
879	Upgrade VIP to view	20	1	20,10,10,10,20,30,10,30,30,40,40,30,10	20;10;10;10;20;30;10;30;30;40;40;30;10	50	34	0.02	broad	
880	Upgrade VIP to view	20	2	10,10,10,10,10,10,10,10,40,50,40,20,10	10;10;10;10;10;10;10;10;40;50;40;20;10	64	88	0.02	broad	
881	Upgrade VIP to view	20	2	20,10,10,10,20,10,10,10,30,20,20,20,10	20;10;10;10;20;10;10;10;30;20;20;20;10	68	100	0.02	broad	
882	Upgrade VIP to view	20	1	10,10,10,10,20,10,10,20,20,20,10,10,20	10;10;10;10;20;10;10;20;20;20;10;10;20	63	71	0.02	broad	
883	Upgrade VIP to view	20	2	10,20,10,10,10,10,10,20,40,40,50,20,30	10;20;10;10;10;10;10;20;40;40;50;20;30	64	87	0.02	broad	
884	Upgrade VIP to view	20	1	30,20,30,20,10,10,10,20,50,40,30,20,20	30;20;30;20;10;10;10;20;50;40;30;20;20	68	87	0.02	broad	
885	Upgrade VIP to view	20	1	20,10,10,10,10,10,10,10,20,30,30,10,20	20;10;10;10;10;10;10;10;20;30;30;10;20	67	84	0.02	broad	
886	Upgrade VIP to view	20	1	10,10,20,10,10,10,10,10,30,50,40,20,10	10;10;20;10;10;10;10;10;30;50;40;20;10	51	36	0.02	broad	
887	Upgrade VIP to view	20	1	20,20,20,10,20,10,10,20,30,30,20,10,10	20;20;20;10;20;10;10;20;30;30;20;10;10	69	91	0.02	broad	
888	Upgrade VIP to view	20	1	30,30,30,20,10,10,10,30,30,30,20,10,10	30;30;30;20;10;10;10;30;30;30;20;10;10	59	60	0.02	broad	
889	Upgrade VIP to view	20	2	10,10,10,10,20,10,10,20,30,50,30,20,20	10;10;10;10;20;10;10;20;30;50;30;20;20	62	83	0.02	broad	
890	Upgrade VIP to view	20	1	10,10,10,30,20,10,10,10,20,20,20,20,20	10;10;10;30;20;10;10;10;20;20;20;20;20	70	94	0.02	broad	
891	Upgrade VIP to view	20	1	20,20,10,20,10,10,10,10,30,30,20,20,20	20;20;10;20;10;10;10;10;30;30;20;20;20	61	65	0.02	broad	
892	Upgrade VIP to view	20	1	20,10,10,10,10,10,10,20,20,30,20,50,20	20;10;10;10;10;10;10;20;20;30;20;50;20	56	52	0.02	broad	
893	Upgrade VIP to view	20	1	30,30,10,10,10,10,10,20,20,40,30,10,20	30;30;10;10;10;10;10;20;20;40;30;10;20	57	54	0.02	broad	
894	Upgrade VIP to view	20	1	0,10,0,10,10,20,0,20,40,40,50,30,50	0;10;0;10;10;20;0;20;40;40;50;30;50	60	64	0.02	broad	
895	Upgrade VIP to view	20	1	20,10,10,10,20,10,10,20,20,40,30,30,20	20;10;10;10;20;10;10;20;20;40;30;30;20	72	98	0.02	broad	
896	Upgrade VIP to view	20	2	10,20,20,20,10,10,10,30,30,20,10,10,10	10;20;20;20;10;10;10;30;30;20;10;10;10	52	52	0.02	broad	
897	Upgrade VIP to view	20	1	40,20,10,20,10,20,20,10,30,30,20,20,10	40;20;10;20;10;20;20;10;30;30;20;20;10	67	84	0.25	broad	
898	Upgrade VIP to view	20	2	10,10,10,10,10,20,20,10,30,40,20,10,10	10;10;10;10;10;20;20;10;30;40;20;10;10	68	100	0.13	broad	
899	Upgrade VIP to view	20	2	30,20,10,20,10,10,10,10,30,20,30,10,10	30;20;10;20;10;10;10;10;30;20;30;10;10	60	75	0.02	broad	
900	Upgrade VIP to view	20	2	20,10,10,10,10,10,10,20,20,40,20,30,30	20;10;10;10;10;10;10;20;20;40;20;30;30	49	44	0.02	broad	
901	Upgrade VIP to view	20	1	30,30,20,10,10,10,10,10,50,50,20,10,20	30;30;20;10;10;10;10;10;50;50;20;10;20	52	39	0.02	broad	
902	Upgrade VIP to view	20	4	30,10,10,20,30,20,10,10,20,20,20,10,10	30;10;10;20;30;20;10;10;20;20;20;10;10	58	94	0.02	broad	
903	Upgrade VIP to view	20	1	20,30,20,10,20,30,10,20,20,30,30,20,20	20;30;20;10;20;30;10;20;20;30;30;20;20	57	54	0.02	broad	
904	Upgrade VIP to view	20	1	10,20,20,10,10,30,20,10,30,30,30,20,10	10;20;20;10;10;30;20;10;30;30;30;20;10	60	64	0.10	broad	
905	Upgrade VIP to view	20	2	10,30,20,10,10,10,10,20,30,30,20,10,10	10;30;20;10;10;10;10;20;30;30;20;10;10	67	98	0.02	broad	
906	Upgrade VIP to view	20	1	20,10,30,10,20,30,10,10,30,40,20,10,10	20;10;30;10;20;30;10;10;30;40;20;10;10	64	74	0.02	broad	
907	Upgrade VIP to view	20	1	20,30,20,20,20,10,10,20,30,20,30,20,10	20;30;20;20;20;10;10;20;30;20;30;20;10	41	7	0.02	broad	
908	Upgrade VIP to view	20	1	20,30,10,20,20,10,10,20,20,10,20,20,20	20;30;10;20;20;10;10;20;20;10;20;20;20	53	42	0.57	broad	
909	Upgrade VIP to view	20	1	20,20,30,40,30,20,10,20,20,10,20,20,20	20;20;30;40;30;20;10;20;20;10;20;20;20	41	5	0.02	broad	
910	Upgrade VIP to view	20	1	30,20,10,20,20,10,10,20,10,20,20,30,10	30;20;10;20;20;10;10;20;10;20;20;30;10	49	29	0.02	broad	
911	Upgrade VIP to view	20	1	20,10,20,20,10,20,10,20,10,20,20,10,20	20;10;20;20;10;20;10;20;10;20;20;10;20	54	45	0.02	broad	
912	Upgrade VIP to view	20	1	20,10,20,10,20,10,10,20,10,10,20,20,20	20;10;20;10;20;10;10;20;10;10;20;20;20	52	38	0.02	broad	
913	Upgrade VIP to view	20	1	30,20,20,20,10,10,10,30,20,10,20,10,20	30;20;20;20;10;10;10;30;20;10;20;10;20	42	10	0.02	broad	
914	Upgrade VIP to view	20	1	40,30,40,20,30,10,10,20,10,20,20,20,20	40;30;40;20;30;10;10;20;10;20;20;20;20	46	20	0.53	broad	
915	Upgrade VIP to view	20	1	20,20,30,20,20,10,10,30,10,20,20,10,20	20;20;30;20;20;10;10;30;10;20;20;10;20	48	28	0.46	broad	
916	Upgrade VIP to view	20	1	20,30,30,20,20,20,10,20,20,20,10,20,20	20;30;30;20;20;20;10;20;20;20;10;20;20	42	9	0.02	broad	
917	Upgrade VIP to view	20	1	20,30,20,10,20,10,10,30,20,20,20,20,10	20;30;20;10;20;10;10;30;20;20;20;20;10	43	12	0.02	broad	
918	Upgrade VIP to view	20	1	20,30,40,10,20,10,10,30,10,30,20,10,20	20;30;40;10;20;10;10;30;10;30;20;10;20	46	20	0.26	broad	
919	Upgrade VIP to view	20	6	20,10,10,10,10,10,10,10,20,50,50,10,20	20;10;10;10;10;10;10;10;20;50;50;10;20	51	100	0.07	phrase	
920	Upgrade VIP to view	20	5	20,10,10,10,10,10,10,20,40,90,70,10,10	20;10;10;10;10;10;10;20;40;90;70;10;10	53	92	0.13	phrase	
921	Upgrade VIP to view	20	2	20,10,10,10,10,10,10,10,40,40,30,20,10	20;10;10;10;10;10;10;10;40;40;30;20;10	67	97	0.13	phrase	
922	Upgrade VIP to view	20	6	40,10,20,10,10,10,10,20,50,40,40,30,30	40;10;20;10;10;10;10;20;50;40;40;30;30	51	100	0.09	phrase	
923	Upgrade VIP to view	20	9	10,10,10,10,10,10,10,30,50,40,20,10,10	10;10;10;10;10;10;10;30;50;40;20;10;10	39	100	0.08	phrase	
924	Upgrade VIP to view	20	6	20,20,10,10,20,10,10,30,40,50,50,20,10	20;20;10;10;20;10;10;30;40;50;50;20;10	51	100	0.05	phrase	
925	Upgrade VIP to view	20	7	10,10,30,10,10,10,10,20,20,30,20,20,20	10;10;30;10;10;10;10;20;20;30;20;20;20	46	96	0.06	phrase	
926	Upgrade VIP to view	20	6	20,20,10,10,20,10,10,30,40,50,50,20,10	20;20;10;10;20;10;10;30;40;50;50;20;10	51	100	0.05	phrase	
927	Upgrade VIP to view	20	5	30,20,10,10,10,10,10,20,30,40,50,10,10	30;20;10;10;10;10;10;20;30;40;50;10;10	56	100	0.10	phrase	
928	Upgrade VIP to view	20	5	50,10,10,10,10,10,10,10,30,70,70,30,20	50;10;10;10;10;10;10;10;30;70;70;30;20	56	100	0.06	phrase	
929	Upgrade VIP to view	20	5	20,10,10,10,10,10,10,20,50,50,50,20,10	20;10;10;10;10;10;10;20;50;50;50;20;10	55	98	0.07	phrase	
930	Upgrade VIP to view	20	8	10,10,0,10,10,10,10,20,40,50,50,10,10	10;10;0;10;10;10;10;20;40;50;50;10;10	42	98	0.14	phrase	
931	Upgrade VIP to view	20	8	30,10,10,10,10,10,10,20,40,40,20,10,10	30;10;10;10;10;10;10;20;40;40;20;10;10	43	100	0.06	phrase	
932	Upgrade VIP to view	20	5	20,10,10,10,10,10,10,10,20,30,20,20,20	20;10;10;10;10;10;10;10;20;30;20;20;20	42	59	0.02	phrase	
933	Upgrade VIP to view	20	5	10,10,10,0,10,10,10,10,30,50,40,20,20	10;10;10;0;10;10;10;10;30;50;40;20;20	53	93	0.02	phrase	
934	Upgrade VIP to view	20	8	30,10,20,10,10,10,20,10,40,30,40,10,20	30;10;20;10;10;10;20;10;40;30;40;10;20	19	27	0.02	phrase	
935	Upgrade VIP to view	20	5	20,40,20,20,20,20,10,30,20,20,10,20,20	20;40;20;20;20;20;10;30;20;20;10;20;20	37	45	0.49	broad	
936	Upgrade VIP to view	20	5	30,40,20,40,10,10,10,30,40,30,20,10,10	30;40;20;40;10;10;10;30;40;30;20;10;10	50	82	0.31	broad	
937	Upgrade VIP to view	20	1	20,10,10,10,10,10,10,20,30,40,50,40,30	20;10;10;10;10;10;10;20;30;40;50;40;30	41	5	0.02	broad	
938	Upgrade VIP to view	20	1	20,20,10,10,10,20,10,20,30,30,10,10,10	20;20;10;10;10;20;10;20;30;30;10;10;10	52	40	0.02	broad	
939	Upgrade VIP to view	20	1	20,20,30,40,40,20,10,30,20,30,20,30,10	20;20;30;40;40;20;10;30;20;30;20;30;10	39	0	0.02	broad	
940	Upgrade VIP to view	20	5	20,20,20,10,20,10,10,20,20,10,10,10,20	20;20;20;10;20;10;10;20;20;10;10;10;20	51	87	0.26	phrase	
941	Upgrade VIP to view	20	5	20,20,20,10,20,10,10,20,20,10,10,10,20	20;20;20;10;20;10;10;20;20;10;10;10;20	51	87	0.26	phrase	
942	Upgrade VIP to view	20	4	40,10,10,20,10,10,10,20,50,40,30,10,20	40;10;10;20;10;10;10;20;50;40;30;10;20	60	100	0.10	phrase	
943	Upgrade VIP to view	20	3	30,30,20,10,30,10,10,30,30,50,20,20,20	30;30;20;10;30;10;10;30;30;50;20;20;20	64	100	0.11	broad	
944	Upgrade VIP to view	20	5	10,10,20,20,10,10,10,20,50,40,10,10,10	10;10;20;20;10;10;10;20;50;40;10;10;10	52	89	0.09	phrase	
945	Upgrade VIP to view	20	5	30,10,10,10,20,10,10,20,40,40,20,20,20	30;10;10;10;20;10;10;20;40;40;20;20;20	55	99	0.08	phrase	
946	Upgrade VIP to view	20	4	10,10,20,20,10,10,10,20,50,40,10,10,10	10;10;20;20;10;10;10;20;50;40;10;10;10	56	89	0.09	phrase	
947	Upgrade VIP to view	20	5	30,10,10,10,10,10,10,30,30,30,20,10,10	30;10;10;10;10;10;10;30;30;30;20;10;10	56	100	0.04	phrase	
948	Upgrade VIP to view	20	6	20,10,10,10,10,10,10,20,40,30,20,20,10	20;10;10;10;10;10;10;20;40;30;20;20;10	51	100	0.11	phrase	
949	Upgrade VIP to view	20	4	30,20,10,10,20,20,10,40,50,50,10,20,20	30;20;10;10;20;20;10;40;50;50;10;20;20	60	100	0.07	phrase	
950	Upgrade VIP to view	20	4	30,20,20,10,10,10,10,20,50,50,20,10,20	30;20;20;10;10;10;10;20;50;50;20;10;20	48	66	0.05	phrase	
951	Upgrade VIP to view	20	4	20,20,20,10,20,10,30,20,30,40,20,30,20	20;20;20;10;20;10;30;20;30;40;20;30;20	60	100	0.10	phrase	
952	Upgrade VIP to view	20	4	10,10,20,10,20,10,10,30,40,30,10,10,10	10;10;20;10;20;10;10;30;40;30;10;10;10	48	65	0.02	phrase	
953	Upgrade VIP to view	20	4	20,20,20,10,10,10,10,10,30,30,20,30,40	20;20;20;10;10;10;10;10;30;30;20;30;40	60	100	0.02	phrase	
954	Upgrade VIP to view	20	4	20,20,20,10,10,20,10,20,20,40,30,20,20	20;20;20;10;10;20;10;20;20;40;30;20;20	52	76	0.02	phrase	
955	Upgrade VIP to view	20	3	30,30,20,10,10,10,10,10,20,10,10,20,10	30;30;20;10;10;10;10;10;20;10;10;20;10	64	100	0.46	broad	
956	Upgrade VIP to view	20	2	20,20,20,10,70,20,10,20,30,10,10,10,20	20;20;20;10;70;20;10;20;30;10;10;10;20	65	90	0.02	broad	
957	Upgrade VIP to view	20	4	20,20,10,10,10,10,10,30,40,50,30,10,20	20;20;10;10;10;10;10;30;40;50;30;10;20	60	100	0.21	phrase	
958	Upgrade VIP to view	20	3	30,10,40,40,20,10,10,40,50,30,10,10,10	30;10;40;40;20;10;10;40;50;30;10;10;10	64	100	0.09	phrase	
959	Upgrade VIP to view	20	5	30,10,10,10,10,10,10,10,20,20,20,10,20	30;10;10;10;10;10;10;10;20;20;20;10;20	56	100	0.16	phrase	
960	Upgrade VIP to view	20	4	30,40,30,20,30,10,10,10,30,20,10,10,20	30;40;30;20;30;10;10;10;30;20;10;10;20	60	100	0.18	broad	
961	Upgrade VIP to view	20	4	30,30,20,20,40,10,10,10,20,10,10,20,20	30;30;20;20;40;10;10;10;20;10;10;20;20	60	100	0.30	broad	
962	Upgrade VIP to view	20	4	20,20,10,10,30,40,10,10,30,40,20,10,10	20;20;10;10;30;40;10;10;30;40;20;10;10	60	100	0.33	broad	
963	Upgrade VIP to view	20	4	40,30,40,30,20,10,20,30,30,20,10,10,10	40;30;40;30;20;10;20;30;30;20;10;10;10	59	99	0.42	broad	
964	Upgrade VIP to view	20	6	20,10,10,20,10,10,10,10,70,30,20,40,30	20;10;10;20;10;10;10;10;70;30;20;40;30	39	63	0.40	phrase	
965	Upgrade VIP to view	20	5	30,10,10,10,20,10,10,20,40,40,20,20,20	30;10;10;10;20;10;10;20;40;40;20;20;20	55	99	0.08	phrase	
966	Upgrade VIP to view	20	6	20,10,30,10,10,10,20,30,90,10,10,10,10	20;10;30;10;10;10;20;30;90;10;10;10;10	51	100	0.08	phrase	
967	Upgrade VIP to view	20	5	20,20,20,10,40,20,20,20,40,50,30,10,10	20;20;20;10;40;20;20;20;40;50;30;10;10	54	94	0.10	phrase	
968	Upgrade VIP to view	20	4	20,20,30,20,10,10,10,10,20,10,20,10,10	20;20;30;20;10;10;10;10;20;10;20;10;10	60	100	0.41	phrase	
969	Upgrade VIP to view	20	6	40,10,20,10,20,10,10,30,50,40,40,10,20	40;10;20;10;20;10;10;30;50;40;40;10;20	51	100	0.10	phrase	
970	Upgrade VIP to view	20	6	20,20,10,10,10,10,10,20,30,40,20,10,30	20;20;10;10;10;10;10;20;30;40;20;10;30	51	100	0.11	phrase	
971	Upgrade VIP to view	20	5	20,20,30,20,10,10,10,20,30,50,30,30,10	20;20;30;20;10;10;10;20;30;50;30;30;10	56	100	0.10	phrase	
972	Upgrade VIP to view	20	5	20,10,20,10,10,20,10,10,40,40,40,30,30	20;10;20;10;10;20;10;10;40;40;40;30;30	56	100	0.10	phrase	
973	Upgrade VIP to view	20	4	20,10,10,10,10,10,10,20,40,40,30,20,20	20;10;10;10;10;10;10;20;40;40;30;20;20	60	100	0.09	phrase	
974	Upgrade VIP to view	20	5	20,20,10,20,10,10,10,10,20,30,20,30,20	20;20;10;20;10;10;10;10;20;30;20;30;20	34	34	2.11	phrase	
975	Upgrade VIP to view	20	5	30,10,10,10,10,10,10,30,30,30,20,10,10	30;10;10;10;10;10;10;30;30;30;20;10;10	56	100	0.04	phrase	
976	Upgrade VIP to view	20	4	30,20,10,10,20,20,10,40,50,50,10,20,20	30;20;10;10;20;20;10;40;50;50;10;20;20	60	100	0.07	phrase	
977	Upgrade VIP to view	20	4	30,20,20,10,10,10,10,20,50,50,20,10,20	30;20;20;10;10;10;10;20;50;50;20;10;20	48	66	0.05	phrase	
978	Upgrade VIP to view	20	4	10,10,10,10,10,20,30,40,40,20,20,50,30	10;10;10;10;10;20;30;40;40;20;20;50;30	60	100	0.02	phrase	
979	Upgrade VIP to view	20	4	30,20,10,10,10,10,10,20,30,30,30,10,10	30;20;10;10;10;10;10;20;30;30;30;10;10	46	60	0.02	phrase	
980	Upgrade VIP to view	20	4	20,10,20,10,20,10,10,10,20,40,20,20,10	20;10;20;10;20;10;10;10;20;40;20;20;10	60	100	0.02	phrase	
981	Upgrade VIP to view	20	4	20,20,20,10,20,10,30,20,30,40,20,30,20	20;20;20;10;20;10;30;20;30;40;20;30;20	60	100	0.10	phrase	
982	Upgrade VIP to view	20	4	20,10,20,20,10,20,10,20,50,30,30,10,20	20;10;20;20;10;20;10;20;50;30;30;10;20	58	94	0.10	phrase	
983	Upgrade VIP to view	20	4	10,10,10,10,30,20,10,30,30,40,20,20,10	10;10;10;10;30;20;10;30;30;40;20;20;10	60	100	0.02	phrase	
984	Upgrade VIP to view	20	4	30,30,10,20,20,10,10,10,20,30,10,10,10	30;30;10;20;20;10;10;10;20;30;10;10;10	60	100	0.02	phrase	
985	Upgrade VIP to view	20	4	10,10,10,10,20,20,10,10,30,30,20,10,20	10;10;10;10;20;20;10;10;30;30;20;10;20	57	92	0.02	phrase	
986	Upgrade VIP to view	20	4	30,10,10,20,10,10,20,30,50,50,30,10,10	30;10;10;20;10;10;20;30;50;50;30;10;10	56	88	0.02	phrase	
987	Upgrade VIP to view	20	4	10,10,20,10,20,10,10,30,40,30,10,10,10	10;10;20;10;20;10;10;30;40;30;10;10;10	48	65	0.02	phrase	
988	Upgrade VIP to view	20	4	20,10,20,10,20,10,10,10,20,40,20,20,10	20;10;20;10;20;10;10;10;20;40;20;20;10	60	100	0.02	phrase	
989	Upgrade VIP to view	20	4	20,20,20,10,10,10,10,10,30,30,20,30,40	20;20;20;10;10;10;10;10;30;30;20;30;40	60	100	0.02	phrase	
990	Upgrade VIP to view	20	4	10,10,10,10,10,10,10,20,30,30,20,20,30	10;10;10;10;10;10;10;20;30;30;20;20;30	54	83	0.02	phrase	
991	Upgrade VIP to view	20	4	20,10,10,10,10,10,10,10,30,30,20,10,10	20;10;10;10;10;10;10;10;30;30;20;10;10	50	70	0.02	phrase	
992	Upgrade VIP to view	20	4	20,20,20,10,10,20,10,20,20,40,30,20,20	20;20;20;10;10;20;10;20;20;40;30;20;20	52	76	0.02	phrase	
993	Upgrade VIP to view	20	5	20,10,10,10,10,10,10,20,50,50,30,30,20	20;10;10;10;10;10;10;20;50;50;30;30;20	56	100	0.14	phrase	
994	Upgrade VIP to view	20	7	10,0,0,10,10,10,10,10,70,50,20,30,10	10;0;0;10;10;10;10;10;70;50;20;30;10	35	62	0.02	phrase	
995	Upgrade VIP to view	20	5	20,10,10,10,20,10,10,30,70,70,30,10,10	20;10;10;10;20;10;10;30;70;70;30;10;10	56	100	0.14	phrase	
996	Upgrade VIP to view	20	6	30,10,10,10,10,0,10,20,50,50,20,10,10	30;10;10;10;10;0;10;20;50;50;20;10;10	48	89	0.09	phrase	
997	Upgrade VIP to view	20	6	20,30,30,40,30,20,10,20,20,20,10,10,20	20;30;30;40;30;20;10;20;20;20;10;10;20	51	100	0.40	phrase	
998	Upgrade VIP to view	20	6	20,20,40,10,10,10,10,10,30,20,20,20,30	20;20;40;10;10;10;10;10;30;20;20;20;30	50	97	0.46	broad	
999	Upgrade VIP to view	20	4	10,10,10,10,10,10,10,10,20,30,20,20,10	10;10;10;10;10;10;10;10;20;30;20;20;10	59	99	0.05	broad	
1000	Upgrade VIP to view	20	6	30,20,20,10,10,10,10,10,50,30,30,20,10	30;20;20;10;10;10;10;10;50;30;30;20;10	51	100	0.02	broad	
1001	Upgrade VIP to view	20	5	20,10,20,20,20,20,10,40,20,10,20,10,10	20;10;20;20;20;20;10;40;20;10;20;10;10	56	100	0.02	broad	
1002	Upgrade VIP to view	20	5	10,10,10,20,10,10,10,20,20,40,40,30,20	10;10;10;20;10;10;10;20;20;40;40;30;20	46	71	0.02	broad	
1003	Upgrade VIP to view	20	7	30,30,20,10,20,10,10,20,30,20,30,30,20	30;30;20;10;20;10;10;20;30;20;30;30;20	47	100	0.42	broad	
1004	Upgrade VIP to view	20	6	40,20,20,10,10,10,10,10,20,10,10,10,10	40;20;20;10;10;10;10;10;20;10;10;10;10	51	99	0.21	phrase	
1005	Upgrade VIP to view	20	6	20,10,30,20,10,10,10,30,30,50,20,20,10	20;10;30;20;10;10;10;30;30;50;20;20;10	51	100	0.58	broad	
1006	Upgrade VIP to view	20	6	20,20,20,20,10,10,10,30,10,30,10,10,10	20;20;20;20;10;10;10;30;10;30;10;10;10	50	97	0.28	phrase	
1007	Upgrade VIP to view	20	6	20,10,20,30,20,30,10,30,10,20,30,20,30	20;10;20;30;20;30;10;30;10;20;30;20;30	51	100	0.36	phrase	
1008	Upgrade VIP to view	20	5	30,70,40,10,20,20,10,40,30,30,10,10,10	30;70;40;10;20;20;10;40;30;30;10;10;10	56	100	0.52	broad	
1009	Upgrade VIP to view	20	8	30,30,30,10,10,10,10,20,10,10,20,20,10	30;30;30;10;10;10;10;20;10;10;20;20;10	43	100	0.87	broad	
1010	Upgrade VIP to view	20	7	10,20,20,10,10,10,10,20,30,30,20,20,20	10;20;20;10;10;10;10;20;30;30;20;20;20	47	100	0.13	phrase	
1011	Upgrade VIP to view	20	6	20,10,10,20,10,10,10,10,30,50,20,10,10	20;10;10;20;10;10;10;10;30;50;20;10;10	48	91	0.02	phrase	
1012	Upgrade VIP to view	20	5	10,10,10,10,10,10,10,10,30,40,30,30,20	10;10;10;10;10;10;10;10;30;40;30;30;20	56	100	0.14	broad	
1013	Upgrade VIP to view	20	6	10,10,10,20,50,10,10,10,20,10,10,10,10	10;10;10;20;50;10;10;10;20;10;10;10;10	51	100	0.22	phrase	
1014	Upgrade VIP to view	20	6	20,50,10,10,70,20,10,20,20,10,10,10,10	20;50;10;10;70;20;10;20;20;10;10;10;10	51	100	0.02	phrase	
1015	Upgrade VIP to view	20	5	10,10,10,10,30,20,20,20,20,20,30,30,20	10;10;10;10;30;20;20;20;20;20;30;30;20	56	100	0.02	broad	
1016	Upgrade VIP to view	20	9	20,20,30,10,50,30,10,40,10,10,20,10,20	20;20;30;10;50;30;10;40;10;10;20;10;20	39	100	0.16	phrase	
1017	Upgrade VIP to view	20	4	40,20,20,30,30,20,10,20,10,30,40,10,20	40;20;20;30;30;20;10;20;10;30;40;10;20	60	100	0.36	phrase	
1018	Upgrade VIP to view	20	7	20,10,10,10,10,10,10,20,40,50,50,20,20	20;10;10;10;10;10;10;20;40;50;50;20;20	47	100	0.09	phrase	
1019	Upgrade VIP to view	20	5	20,10,10,10,10,10,10,10,40,70,40,30,20	20;10;10;10;10;10;10;10;40;70;40;30;20	55	97	0.10	phrase	
1020	Upgrade VIP to view	20	6	40,30,20,30,10,20,10,20,20,30,20,20,10	40;30;20;30;10;20;10;20;20;30;20;20;10	51	100	0.10	phrase	
1021	Upgrade VIP to view	20	3	40,10,10,10,20,20,20,20,20,30,20,20,10	40;10;10;10;20;20;20;20;20;30;20;20;10	64	100	0.12	phrase	
1022	Upgrade VIP to view	20	4	20,10,20,10,20,20,10,20,10,30,30,10,20	20;10;20;10;20;20;10;20;10;30;30;10;20	33	21	0.02	broad	
1023	Upgrade VIP to view	20	5	20,20,30,10,10,10,10,10,20,10,20,10,10	20;20;30;10;10;10;10;10;20;10;20;10;10	42	59	0.02	phrase	
1024	Upgrade VIP to view	20	4	20,20,10,10,20,20,10,40,20,20,10,10,10	20;20;10;10;20;20;10;40;20;20;10;10;10	27	0	0.02	phrase	
